"distrito","cod_actividad","categoria","subcategoria","actividad","estado"
"DSA AN1",NULL,"Equipamientos y Servicios","Centrales","Pequeña Escala - 80 m2","Permitido"
"DSA AN2",NULL,"Equipamientos y Servicios","Centrales","Pequeña Escala - 80 m2","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Centrales","Pequeña Escala - 80 m2","Remitirse a Ficha de Distrito"
"DSA Oeste",NULL,"Equipamientos y Servicios","Centrales","Pequeña Escala - 80 m2","Prohibido"
"RN",NULL,"Equipamientos y Servicios","Centrales","Pequeña Escala - 80 m2","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Centrales","Pequeña Escala - 80 m2","Prohibido"
"FU",NULL,"Equipamientos y Servicios","Centrales","Pequeña Escala - 80 m2","Prohibido"
"NA",NULL,"Equipamientos y Servicios","Centrales","Pequeña Escala - 80 m2",NULL
"IUS",NULL,"Equipamientos y Servicios","Centrales","Pequeña Escala - 80 m2",NULL
"RM 1",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"RM 2",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"RM 3",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"RM 4",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"RM 5",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"CC 1",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"CC 2",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"CC 3",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"CC 4",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"CC 5",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"CC6",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"AC 1",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"AC 2",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"AC 3",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"AC 4",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"PIU",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2",NULL
"EE",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2",NULL
"PI",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2",NULL
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Prohibido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"DSA AN1",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"DSA AN2",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Remitirse a Ficha de Distrito"
"DSA Oeste",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Permitido"
"RN",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Prohibido"
"FU",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2","Prohibido"
"NA",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2",NULL
"IUS",NULL,"Equipamientos y Servicios","Centrales","Mediana Escala - 300 m2",NULL
"RM 1",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Condicionado"
"RM 2",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Permitido"
"RM 3",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Condicionado"
"CC 1",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Prohibido"
"CC 2",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Prohibido"
"CC 3",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Permitido"
"CC 4",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Permitido"
"CC 5",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Remitirse a Ficha de Distrito"
"CC6",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Prohibido"
"AC 1",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Condicionado"
"AC 2",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Condicionado"
"AC 3",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Condicionado"
"AC 4",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Prohibido"
"PIU",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2",NULL
"EE",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2",NULL
"PI",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2",NULL
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Prohibido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Permitido"
"DSA AN1",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Permitido"
"DSA AN2",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Remitirse a Ficha de Distrito"
"DSA Oeste",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Permitido"
"RN",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Prohibido"
"FU",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2","Prohibido"
"NA",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2",NULL
"IUS",NULL,"Equipamientos y Servicios","Centrales","Gran Escala > 300 m2",NULL
"RM 1",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"RM 2",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"RM 3",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"RM 4",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"RM 5",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"CC 1",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"CC 2",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"CC 3",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"CC 4",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"CC 5",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"CC6",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"AC 1",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"AC 2",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"AC 3",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"AC 4",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"PIU",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2",NULL
"EE",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2",NULL
"PI",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2",NULL
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"DSA AN1",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"DSA AN2",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Prohibido"
"DSA Oeste",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Prohibido"
"RN",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"FU",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2","Permitido"
"NA",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2",NULL
"IUS",NULL,"Equipamientos y Servicios","Recreativos","Pequeña Escala - 80 m2",NULL
"RM 1",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"RM 2",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"RM 3",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"RM 4",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"RM 5",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Condicionado"
"CC 1",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"CC 2",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"CC 3",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"CC 4",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"CC 5",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"CC6",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"AC 1",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"AC 2",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"AC 3",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"AC 4",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"PIU",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2",NULL
"EE",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2",NULL
"PI",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2",NULL
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"DSA AN1",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"DSA AN2",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Prohibido"
"DSA Oeste",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"RN",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Condicionado"
"FU",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2","Permitido"
"NA",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2",NULL
"IUS",NULL,"Equipamientos y Servicios","Recreativos","Mediana Escala - 300 m2",NULL
"RM 1",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Condicionado"
"RM 2",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Condicionado"
"RM 3",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Condicionado"
"RM 4",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Condicionado"
"RM 5",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Prohibido"
"CC 1",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Prohibido"
"CC 2",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Prohibido"
"CC 3",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Permitido"
"CC 4",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Permitido"
"CC 5",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Condicionado"
"CC6",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Prohibido"
"AC 1",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Prohibido"
"AC 2",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Condicionado"
"AC 3",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Condicionado"
"AC 4",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Prohibido"
"PIU",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2",NULL
"EE",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2",NULL
"PI",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2",NULL
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Prohibido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Permitido"
"DSA AN1",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Permitido"
"DSA AN2",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Prohibido"
"DSA Oeste",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Permitido"
"RN",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Prohibido"
"FU",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2","Prohibido"
"NA",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2",NULL
"IUS",NULL,"Equipamientos y Servicios","Recreativos","Gran Escala > 300 m2",NULL
"RM 1",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Condicionado"
"RM 2",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Condicionado"
"RM 3",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Condicionado"
"RM 4",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Prohibido"
"RM 5",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Prohibido"
"CC 1",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Condicionado"
"CC 2",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Condicionado"
"CC 3",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Condicionado"
"CC 4",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Remitirse a Ficha de Distrito"
"CC 5",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Condicionado"
"CC6",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Prohibido"
"AC 1",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Condicionado"
"AC 2",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Condicionado"
"AC 3",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Prohibido"
"AC 4",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Prohibido"
"PIU",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas",NULL
"EE",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas",NULL
"PI",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas",NULL
"PARQUE ACTIVO",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Prohibido"
"PARQUE PASIVO",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Prohibido"
"DSA SL",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Prohibido"
"DSA AN1",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Prohibido"
"DSA AN2",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Prohibido"
"DSA Sur",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Prohibido"
"DSA Oeste",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Prohibido"
"RN",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Prohibido"
"PN",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Prohibido"
"FU",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas","Prohibido"
"NA",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas",NULL
"IUS",NULL,"Equipamientos y Servicios","Recreativos","Con Actividades Incómodas",NULL
"RM 1",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2","Prohibido"
"RM 2",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2","Permitido"
"RM 3",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2","Condicionado"
"RM 4",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2","Prohibido"
"RM 5",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2","Prohibido"
"CC 1",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2","Prohibido"
"CC 2",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2","Prohibido"
"CC 3",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2","Prohibido"
"CC 4",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2","Prohibido"
"CC 5",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2","Prohibido"
"CC6",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2","Prohibido"
"AC 1",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2","Prohibido"
"AC 2",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2","Prohibido"
"AC 3",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2","Prohibido"
"AC 4",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2","Prohibido"
"PIU",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2",NULL
"EE",NULL,"Equipamientos y Servicios","Fúnebres","Pequeña Escala Hasta 300 m2",NULL
